id,tweet,cleaned_tweet,subtask_a,subtask_b,subtask_c
37906,@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.,jerry lewis ripoff needs go away already guy good acting like fool fool,OFF,TIN,IND
26206,@USER @USER She is so gorgeous @USER 😘😘 URL,gorgeous,NOT,,
43540,@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@,fuckoff knew im scared @,OFF,TIN,IND
11966,@USER #MAGA 👍  Let that set in ...... URL,maga let set,NOT,,
72423,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊,cute,NOT,,
12802,@USER He IS Mark Twain in my eyes. Love him.,mark twain eyes love,NOT,,
18626,@USER @USER He needs to be removed from his position. Children have and are being abused and he is covering it up!!,needs removed position children abused covering,OFF,TIN,IND
65060,@USER @USER Then there should be no problem having Kavanaugh take a lie detector test just as Dr. Ford. If he is so anxious to clear his name he should be asking to take a lie detector test. The fact that @USER isn't blasting tweets on this issue also speaks volumes!,problem kavanaugh take lie detector test dr ford anxious clear name asking take lie detector test fact blasting tweets issue also speaks volumes,NOT,,
25418,@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think.,nope teaching give shit liberals ca think,OFF,TIN,GRP
63476,@USER If he is implying that he is an agent of the Devil's will then I fully agree!,implying agent devil fully agree,OFF,TIN,GRP
35824,@USER @USER Isn’t this from the Saul Alinsky book #RulesforRadicals or @USER favorite book Antifa Handbook,saul alinsky book rulesforradicals favorite book antifa handbook,NOT,,
38534,@USER If just a veiled accusation can derail it will never stop #resist #antifa and @USER fingerprints all over this,veiled accusation derail never stop resist antifa fingerprints,NOT,,
38235,@USER @USER @USER you are a sexy perverse woman😍😍😍😋😋😋😉😉😈,sexy perverse woman,OFF,TIN,IND
56475,@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack.,gun control finest cop gun vulnerable thug attack,NOT,,
61082,"@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser"". Kavanaugh and his family, friends ever imagined it, never.""",think team imagined victim hiding abuser kavanaugh family friends ever imagined never,NOT,,
56256,@USER There aren't many instances I've been in where you can just admire the woman's physique. If i spend too long looking at a woman's bits it all comes into question. Porn allows an up close personal experience for as long as I like with no challenges. except of course getting caught,many instances admire woman physique spend long looking woman bits comes question porn allows close personal experience long like challenges except course getting caught,NOT,,
55806,"@USER @USER @USER @USER He is mocking self-professed populists who claim to speak for the people"" when those who stand up for ""norms"" and ""rights"" are labelled latte drinking elitists""",mocking self professed populists claim speak people stand norms rights labelled latte drinking elitists,OFF,TIN,GRP
87342,I'm shocked that this gun addict is also an alleged pervert! URL   #NRA #2A #MolonLabe #gunsense #momsdemand #MAGA #WednesdayWisdom,shocked gun addict also alleged pervert nra 2a molonlabe gunsense momsdemand maga wednesdaywisdom,OFF,TIN,IND
82687,@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!,awaken many women country asinine top stupidity liberals today,OFF,TIN,GRP
24454,@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?,think liked better conservatives pretended rape bad claiming rape gets better time,OFF,TIN,GRP
40926,@USER @USER Just think... this chap was teaching...,think chap teaching,NOT,,
25338,@USER Blowing dirt and the misery of millions?,blowing dirt misery millions,OFF,TIN,IND
50813,@USER @USER Maybe Antifa can find gainful employment and join the american dream. URL,maybe antifa find gainful employment join american dream,NOT,,
62940,@USER Beto I would love it if you could become a Texas senator. You need to support the 2nd amendment to get elected. Once you’re in you effect change. You have my vote but I am not worried at all about losing my gun ownership. The gun control argument is Teds best fight,beto would love could become texas senator need support 2nd amendment get elected effect change vote worried losing gun ownership gun control argument teds best fight,NOT,,
91027,@USER @USER So What? We all have concerns on gun control but one man is not going to change our problem. It is much deeper than that.,concerns gun control one man going change problem much deeper,NOT,,
80515,@USER Gun control - no guns if you are a liberal!!🤣What an idiot...,gun control guns liberal idiot,OFF,TIN,IND
52898,"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation""",lol religion peace right fellow classical liberals izlam totes needs reformation,NOT,,
66353,#RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL,redwaverising 2018 texas gun control platform someone drank koolaide concentrate,NOT,,
77105,@USER in the fake national emergency that was created by conservatives for their nwo bullshit,fake national emergency created conservatives nwo bullshit,OFF,TIN,GRP
10719,"@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control""""",need marijuana lobby bribe gop like big pharma otherwise screwed good america means nothing see gun control,OFF,TIN,IND
20663,"@USER @USER I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you"" to the Sith on Alderaan. He was a good Master.""",think character rubbed knight somewhat witty like says need see smell sith alderaan good master,NOT,,
54273,@USER @USER My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL.,favourite part watching conservatives lose minds usual democrats mean us boo hoo lol,OFF,UNT,
73752,@USER @USER Learning English for “Conservatives”,learning english conservatives,NOT,,
63967,@USER Ask your friends over at @USER,ask friends,NOT,,
11812,@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman 😢  She tried to tell me that stickerwoman was a hate crime against Muslims ...🤔,good fortune jump stickerwoman post back woman tried tell stickerwoman hate crime muslims,NOT,,
44762,@USER @USER @USER @USER Becca. She is too much work.,becca much work,NOT,,
10036,@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help?,chris stiring pot political dig texas things handled pr totally different situation help,NOT,,
48200,@USER .@USER Me thinks you are TERRIFIED of Americans seeing the declassified docs! We conservatives like transparency which seems to be a dirty word to u dems. PS WE HAVE NO WORRIES ABOUT OUR GREAT PRESIDENT!  #DeclassifyItAll,thinks terrified americans seeing declassified docs conservatives like transparency seems dirty word u dems ps worries great president declassifyitall,NOT,,
68042,- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... 😂😭🤦🏾‍♀️ She is something else!! Love that lady....,nice visit mommie dearest really bribe diet pepsi eat rest dinner ‍ ♀ ️ something else love lady,NOT,,
61939,@USER If you are considering leaving the Republican party PLEASE DO. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign.,considering leaving republican party please need anymore pretend republicans interfering trump awesome agenda sounds like need resign,NOT,,
81567,President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL,president trump hold maga rally missouri week donaldtrump donaldtrumprallies featured springfield,NOT,,
26527,@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns.,easy chance prove wrong show one instance increased gun control country caused decrease crime guns,NOT,,
29624,@USER @USER She now THINKS she is a political activist the same way she THINKS she can act,thinks political activist way thinks act,NOT,,
33267,@USER She is quick!!!,quick,NOT,,
83844,@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses,one open think sitting waiting get hit lol pick called back kyle said one receiver ran wrong route route need pick matt open ‍ ♂ ️ 49ers need get head asses,OFF,TIN,GRP
25944,@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!!,denouncing democrats antifa thugs done done,OFF,TIN,GRP
94562,@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER,already rejected well know another time wasting exercise,NOT,,
33307,@USER @USER Gun control is hitting the target where you intended to hit it.   Since Democrats want to infringe on everyone else's gun rights. I'm ok with just banning them from Dems. URL,gun control hitting target intended hit since democrats want infringe everyone else gun rights ok banning dems,NOT,,
74862,@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha,saw dont think thats tattoo looks like fuckin fashion fabric string shit idk might ass looks exactly like ha,OFF,UNT,
64322,@USER @USER Just Chicago so they can stop the gun violence. Seems that is what democrats claim will stop it. Show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works. Make it a model of successful gun control policies.,chicago stop gun violence seems democrats claim stop show us one worst gun violence cities controlled democrats nations see works make model successful gun control policies,OFF,TIN,OTH
26187,HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL,hysterical maga kag votered walkaway,NOT,,
63870,@USER You are a wonderful asset and a great influence!,wonderful asset great influence,NOT,,
62973,@USER This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags?,reminds conservatives wanting know monica back knees really needed decide guys sleeze bags,NOT,,
15618,@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained,american liberals eat young maintain power everyone racist rapist fascist keep everyone addicted social programs teach fend keep addicted government let think dems keep black n hispanics chained,OFF,TIN,GRP
31240,@USER Judge Roy Moore will masterbate to this story.  #MAGA,judge roy moore masterbate story maga,OFF,TIN,IND
37526,4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort  URL,4a texas medical board engaging warrantless searches doctor offices ‘ back door gun control effort,NOT,,
19466,@USER @USER More Jewish theatrics from (((Google))),jewish theatrics google,NOT,,
78553,@USER Calling b s,calling b,NOT,,
58691,@USER Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa,ok guys think claims b start threatening better antifa,NOT,,
97979,@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is 💀,live us maybe one reason know,NOT,,
59208,@USER 1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.🤬,1st trust fbi polygraph pass habitual liar fear caring lie probably closet antifa member insane wait 30 yrs true others could hurt bc complancey,NOT,,
83966,@USER 100% he is the Messi of goalkeeping GOAT,100 messi goalkeeping goat,OFF,TIN,IND
74603,@USER Hello... the problem with more gun control is the only people that guns are being taken away from or ‘controlled’ as you say are people like me who has the legal right to carry a gun. So before you continue to scream gun control... look at who it would affect.,hello problem gun control people guns taken away ‘ controlled say people like legal right carry gun continue scream gun control look would affect,NOT,,
67387,@USER He is short and felt I should bow down at the mention of engineer..  😑😒,short felt bow mention engineer,NOT,,
97469,@USER And Twitter seems to be beholden to CNN,twitter seems beholden cnn,NOT,,
70752,@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL,actually republican cities higher crime rate chicago,NOT,,
96262,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol. You are not arguing againstbthe system I want, and I am not arguing in favor of the system you describe.  That is like you arguing for the principles of anarchy, and me constantly saying oh yeah, well, Hillary was a corrupt politician""  Irrelevant.  Factual, but irrelevant""",lol arguing againstbthe system want arguing favor system describe like arguing principles anarchy constantly saying oh yeah well hillary corrupt politician irrelevant factual irrelevant,NOT,,
47741,@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA,well people dregs society president supporters least try stage coup etat qanons greatawakeningworldwide joebiden maga,OFF,TIN,IND
29634,@USER #JustSayin’ what the majority is thinking. More #FakeOutrage &amp; #Lies from the #LunaticLeft. Never seen so many sore losers throwing temper-tantrums for almost 2 years now. Embarrassing! #MAGA🇺🇸 URL,justsayin majority thinking fakeoutrage lies lunaticleft never seen many sore losers throwing temper tantrums almost 2 years embarrassing maga,OFF,TIN,GRP
43459,@USER Beto-male,beto male,NOT,,
88446,@USER As a member of antifa? ;),member antifa,NOT,,
66578,@USER @USER Yup! She will destroy hard working ppl and small businesses. She is evil with a pretty face and ppl are falling for it.,yup destroy hard working ppl small businesses evil pretty face ppl falling,OFF,TIN,IND
72618,@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him,kid scored looks like drop outta school somebody check,NOT,,
35726,@USER @USER Same rat that said antifa was a Black organization,rat said antifa black organization,OFF,TIN,GRP
62671,.@USER is her own person. She is not a @USER copycat. #NVSen URL,person copycat nvsen,NOT,,
91440,@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…?,tell simply rudeand racist mother,OFF,TIN,IND
99651,:(( I want him to rest 4ever :((( He is such a sleepy baby :((( URL,want rest 4ever sleepy baby,NOT,,
61541,@USER @USER @USER People don't seem to know about these organizations or understand their scheme. It's anti-freedom tuition fees and Antifa piggy banks. Need more people to denounce it and make students aware of it so they can vote to stop funding them.,people seem know organizations understand scheme anti freedom tuition fees antifa piggy banks need people denounce make students aware vote stop funding,NOT,,
91200,@USER Do we get to choose which women go first?,get choose women go first,NOT,,
30567,@USER Deluded until he is walked off.,deluded walked,NOT,,
93619,@USER polls pls,polls pls,NOT,,
10535,@USER He’s an NBA plant!,nba plant,NOT,,
98976,"99.9% of the Alumni"" standing up for #ChristineBlaseyKavanaugh didn't even know her....and none are witnesses to her ""stories."" DemocRATS &amp; Liberals are just to destroy America.  #ConfirmKavanaughNow""",99 9 alumni standing christineblaseykavanaugh even know none witnesses stories democrats liberals destroy america confirmkavanaughnow,OFF,TIN,GRP
44513,#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is running in a crowded field &amp; is being hailed by the media as the best candidate. Thanks for doing what “conservatives” refuse to do! URL,loomer rachel rollins dem running da boston plans decriminalize calls petty crimes e g breaking entering running crowded field hailed media best candidate thanks conservatives refuse,NOT,,
95780,@USER Yes that and ANTIFA.,yes antifa,NOT,,
86468,@USER The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control.,nra intimidated british cartoon stay european animation ethics unless want europe weighing gun control,NOT,,
93601,@USER @USER @USER I am sure he is doing that in his organization.   Also respect is a two way street. Law enforcement  job is to protect  and SERVE its citizens.  It like they miss that part .,sure organization also respect two way street law enforcement job protect serve citizens like miss part,OFF,TIN,IND
81967,@USER Cali already has some of the most strict gun control laws in the county. And you can't blame this on on Indiana.,cali already strict gun control laws county blame indiana,OFF,TIN,OTH
78008,@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun🙏,nobody kill beat cheap tectics become popular lgbt tikoo follow sunny leone also popular india world best luck hope see ur videos together sri krisna definetly make ur next video popular fun,OFF,TIN,GRP
52853,@USER @USER @USER We all know death threat are a Resist/Antifa tactic.,know death threat resist antifa tactic,NOT,,
25789,@USER Double down on rating. Bet NCAA loves this.,double rating bet ncaa loves,NOT,,
90116,@USER @USER He is delusional.,delusional,NOT,,
80399,@USER Wayne say he trying out do drake so this shit gotta be decent at least!,wayne say trying drake shit gotta decent least,OFF,TIN,IND
78210,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!,got joseph always happy follow like minded patriots pls follow back,NOT,,
49174,@USER Another Snow Flake melting down.. URL,another snow flake melting,NOT,,
24905,@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.,mr woods please help published antifa target list twitter account names high profile trump supporters reported twitter suspended account,NOT,,
90654,@USER What she is proven??? Lies???,proven lies,OFF,TIN,GRP
70789,Mark Judge doesn't want to lie for KAVANAUGH. #MAGA @USER URL,mark judge want lie kavanaugh maga,NOT,,
45222,@USER The real #Antifa,real antifa,NOT,,
68958,"Repeat After Me:  I will NOT listen to the polls I will NOT get discouraged, even if I'm in a blue"" state I will vote Republican on Tuesday, November 6th, 2018  #iPledgeToVote #MAGA #RedtoBlue""",repeat listen polls get discouraged even blue state vote republican tuesday november 6th 2018 ipledgetovote maga redtoblue,NOT,,
53434,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back!,proud follow thanks follow back,NOT,,
93348,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great girl and I’m sure there are more of them. In the Democratic Party. She is a real prize,great girl sure democratic party real prize,NOT,,
55766,@USER could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn,could fund entire school incl teachers salaries teach curriculum indoctrinating generations youth however sees fit gas tank e rn,OFF,TIN,IND
62706,@USER @USER @USER @USER Antifa....that's who. It works both ways...be careful.,antifa works ways careful,NOT,,
20432,@USER @USER I don't know who she is 💀💀💀,know,NOT,,
87177,@USER Socialism and more gun control NO THANKS!,socialism gun control thanks,NOT,,
61214,@USER Fluctuat Nec Mergitur - Latin for she is tossed by the waves but she does not sink - also the city motto of Paris.,fluctuat nec mergitur latin tossed waves sink also city motto paris,NOT,,
39471,@USER And how is the investigation  against your son the antifa  Terrorist going,investigation son antifa terrorist going,OFF,TIN,IND
74845,@USER I'm responding with a fact. You are totally unfamiliar with how Harper government incentives and it's laughable that you're saying that. You know what you can have your check mate. I give it to you.,responding fact totally unfamiliar harper government incentives laughable saying know check mate give,NOT,,
73534,@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL,know else better tax policies see chart morneau shepell stock vs tsx last three years since bill came power 80 bump 3 years liberals friendsandfamily ethics cdnpoli,NOT,,
84281,@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.,agree pray big dumb mike keel heart attack looks ripe,OFF,TIN,IND
66244,@USER @USER @USER No way this woman was threatened and had to move out of her house because of conservatives or Republicans,way woman threatened move house conservatives republicans,NOT,,
54306,"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER",hillary social studies curriculum curriculum nothing shocked curriculum happy see glad nowhere near,OFF,TIN,IND
50560,@USER @USER You are the In educated twat! That speed crap and can’t read obviously🤒!,educated twat speed crap read obviously,OFF,TIN,IND
32416,@USER Shut up man  You are useless,shut man useless,OFF,TIN,IND
92760,@USER @USER #Trudeau and the #Liberals have the ability to stop it but choose not to as it serves their agenda of turning Canada into a third world cess pool. A Socialist's dream. #cdnpoli,trudeau liberals ability stop choose serves agenda turning canada third world cess pool socialist dream cdnpoli,NOT,,
47525,.@USER 15 minutes ago vs. Liberals just minutes later. #cdnpoli URL,15 minutes ago vs liberals minutes later cdnpoli,NOT,,
44825,-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet,found gun control mass murder schools theatres oct 21 anyone done joke yet,OFF,TIN,GRP
16673,#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL,labour councillor shouting nazi scum victims groominggangs going get worse jeremycorbyn socialist britain muslims islam leftists maga mega mcga mega patriots conservatives,NOT,,
50605,@USER @USER You really have to let it go. He's going to get confirmed.  You can continue to kill babies  and gun violence will continue despite gun control.,really let go going get confirmed continue kill babies gun violence continue despite gun control,OFF,TIN,IND
20845,@USER @USER Liberals don’t believe in facts just feelings,liberals believe facts feelings,NOT,,
81733,My guess is 44 got it from those 100's of $bil of money he stole from #fanniemae that sat off balance as a slush fund in @USER  see #fannieGate. URL  #ThursdayThoughts #Releasethetexts #NoRedactions #Obamagate #ObamaKnew #DrainTheDeepState  @USER #MAGA URL,guess 44 got 100 money stole fanniemae sat balance slush fund see fanniegate thursdaythoughts releasethetexts noredactions obamagate obamaknew drainthedeepstate maga,OFF,TIN,GRP
13331,--------&gt;The American Revolution would never have happened with gun control. #USConstitution,american revolution would never happened gun control usconstitution,NOT,,
32322,@USER @USER @USER @USER And you’re just another Twitter asshole. #Muted,another twitter asshole muted,OFF,TIN,IND
90490,@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.,support stand ground arming teachers gun control idaho believes gun rights zero chance,OFF,TIN,IND
51020,@USER You are love😍,love,NOT,,
38159,@USER @USER People become racists because of all this racism-bullshit !,people become racists racism bullshit,NOT,,
39296,@USER Brilliant journalistic commentary here,brilliant journalistic commentary,NOT,,
38878,@USER @USER These liberals have no problem lying.,liberals problem lying,OFF,TIN,OTH
46881,@USER Why are you bothering me,bothering,OFF,UNT,
41767,@USER @USER @USER Was he trying to fool you?,trying fool,NOT,,
37483,@USER Are you and your family okay? Not sure how close you are to everything.,family okay sure close everything,NOT,,
99579,@USER Oh you are very welcome.,oh welcome,NOT,,
16833,Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious. URL,another fucking pittsburgh nazi philly antifa naming names glorious,OFF,TIN,GRP
16581,@USER Hogg doesn't  have a clue about life .,hogg clue life,NOT,,
35133,"@USER So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered""",funny labeled sensitive media yet people post porn twitter time unfiltered,OFF,TIN,GRP
10969,@USER Ain uor kkkkk,uor kkk,NOT,,
91930,@USER @USER @USER @USER @USER Live in Canada.  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though.,live canada already great gun control plus low homicide rate coincidence thanks advice though,NOT,,
94619,@USER melbourne didnt like me can I join you instead I even have a flag #Rimmy4Antifa URL,melbourne didnt like join instead even flag rimmy 4antifa,NOT,,
86841,"@USER @USER And if the Resistance"" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A""",resistance wins permanent k college indoctrination censorship likewise social media h wood msm open season trumpists antifa types exponential growth dsa hearing gov evisceration bor esp 1a 2a,NOT,,
65372,@USER He’d shat his pants if he faced any Antifa,shat pants faced antifa,OFF,TIN,OTH
39188,@USER Thank you Sir i am a R.E developer in Boston the market is on FIRE  God Bless and we are ALL behind you #MAGA,thank sir r e developer boston market fire god bless behind maga,NOT,,
18970,@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids,yep chatting clubs wanted join uni said join antifa something kids,NOT,,
25729,@USER @USER He's a crook #TrumpTime URL,crook trumptime,OFF,UNT,
33165,"#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL",wisdomwednesday forgiveness says given another chance new beginning pray forgiveness heart guarantee answer,NOT,,
34683,@USER @USER And so is the duster thank god,duster thank god,NOT,,
81553,"@USER Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""",gun control measures fast furious directed ffl dealers violate law allow straw purchases knowingly allowed firearms sold criminal organizations,OFF,TIN,GRP
76643,@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...,remember much making fun conservatives 90s thinking puppets gay people upset gay pbs needs put documentary teaching people puppets made,OFF,TIN,GRP
30789,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA,ty welcome maga,NOT,,
36631,@USER Good idea. They need to protect our borders more than they need to be overseas.,good idea need protect borders need overseas,NOT,,
62830,@USER @USER What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational 😂  Keep on keeping on with whatever it is you are trying to achieve.,clue trying say certainly trump supporter ffs rational keep keeping whatever trying achieve,NOT,,
85971,@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!!,man hope die florence hits heard going great time,OFF,UNT,
67365,@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process,horse dung remember comes last second parents lost foreclosure case mom judge hardcore anti trump liberal metoo turning blm antifa 0 due process,NOT,,
47449,@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL,shocked consider seculars liberals kind yoga vegan freaks occupation shift something els,NOT,,
65041,@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?,reported killer mollie tibet receive reward money report,NOT,,
29157,@USER @USER I dont know... Antifa is pretty dumb.,dont know antifa pretty dumb,OFF,TIN,IND
38181,@USER mad bc you’re hot as fuck and they can’t have you 😭❤️,mad bc hot fuck ❤ ️,OFF,TIN,IND
87646,@USER A positive note!,positive note,NOT,,
81472,@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL,never pants forever throwing people eyebrow pinched nose ass,OFF,TIN,IND
81445,@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.,thing going make metoo movement even joke already become think anyone falling bs except maybe antifa,NOT,,
15603,@USER @USER @USER @USER @USER @USER wish Guy Opperman would knockmy door! 1950's/1960's infact everyone LOOKOUT this 'Guy' will tellU you Hv to work till nearly 70 U dont  it's a LIE  just didn't ring fence our NIC's for last 24yrs! £271bill! If today YP worked as long as 1950's they wld be 76SPA! Read #BATTLEBUS URL,wish guy opperman would knockmy door 1950 1960 infact everyone lookout guy tellu hv work till nearly 70 u dont lie ring fence nic last 24yrs £ 271bill today yp worked long 1950 wld 76spa read battlebus,NOT,,
34513,@USER He looks sane,looks sane,NOT,,
14424,@USER #Conservatives #Republicans are #TRAITORS to #America,conservatives republicans traitors america,OFF,TIN,GRP
57989,"@USER Entire audience""  Yeah, that's solid reporting.  LOL.""",entire audience yeah solid reporting lol,NOT,,
13415,@USER you are not the true Columbia Bugle. Gfy,true columbia bugle gfy,NOT,,
46898,@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.,reason bravest people politically society black conservative seeing cities worst quality life black americans generationally ran liberals promises improvements,NOT,,
23522,@USER He was almost....ALMOST as bad as Obama!,almost almost bad obama,OFF,TIN,IND
23994,@USER Maybe we need more gun control after all - liberals should not be allowed to possess them!,maybe need gun control liberals allowed possess,NOT,,
73791,@USER @USER you took a sip of your trusty vault 13 canteen,took sip trusty vault 13 canteen,NOT,,
